,Technology_ETF,Financials_ETF,Energy_ETF,Healthcare_ETF,Consumer Discretionary,Consumer Staples_ETF,Utilities_ETF,Materials_ETF,Industrials_ETF,Real Estate_ETF,Consumer Staples_CRSP,Energy_CRSP,Financials_CRSP,Healthcare_CRSP,Industrials_CRSP,Materials_CRSP,Real Estate_CRSP,Technology_CRSP,Unknown,Utilities_CRSP,GDP Growth,Unemployment Rate,Interest Rate,Inflation Rate,Economic Cycle
2001-11-30,0.1494146648984651,0.06494044945750099,-0.05584485159621744,0.11600367444047421,0.13316775498961375,0.0441768621370473,-0.012625722895541536,0.12677463485521923,0.10004136837896116,,0.003080291734197731,,-0.0006860209685471793,0.004174768996960486,0.00013648576620230155,0.004804340828402367,0.00029781189083820636,0.006776411078717201,0.0032798695652173915,-0.0015161498422712933,,5.5,4.6515,-0.0025593775593776595,Unknown
2001-12-31,-0.022004699922454574,0.019478558722625383,0.05717719148846245,0.024193518929309654,0.04543405510830656,-0.019629333719938247,0.0320466546939715,-0.029949587092115815,0.045283663252895234,,0.01322915522875817,,0.0030191532700948576,0.009298177370030582,0.006213835666463786,0.004969851367419738,0.010066151425762044,0.005123237536656891,0.005976434782608696,0.008762903174603175,,5.7,5.0875,-0.0025608194622278087,Unknown
2002-01-31,-0.0108340294506023,-0.011407365524707558,-0.03558052175884441,-0.007420825674742337,0.03286761827116291,-0.0066931513805317255,-0.036032805419999536,0.023342474250482637,-0.06317718448085674,,0.011289765676567658,,0.0047866524573721165,0.006445250764525993,0.011346075840978593,0.009781336917562724,0.016851902293120637,0.0119591449704142,0.012598391304347825,0.006423071884984026,3.4,5.7,5.035714285714286,0.007352580755844947,Neutral
2002-02-28,-0.1301596752570756,-0.017307416163132694,0.03417443606828585,0.04598125836625089,0.005415921825083325,0.021007255766757105,-0.001850652369513095,0.05292007689928013,0.02504744012340332,,0.0015437223140495869,,0.002428068444891797,-0.002071829268292683,-0.005860863131935882,0.0011901505376344086,-0.003153897693079238,0.004282289552238806,-0.006135652173913043,-0.003991619512195122,,5.7,4.911578947368421,0.008441193021947457,Unknown
2002-03-31,0.04939478924589391,0.06616059933561313,0.08852518391353281,0.0580137772697622,0.012722020473108886,0.016126858684252454,0.05332165159241864,0.0307512660878404,0.027054258112177987,,,,,,,,,,,,,5.7,5.284000000000001,0.013376136971642886,Unknown
2002-04-30,-0.1209042288278761,-0.02541455642404411,-0.03599914073483157,-0.006082887458696895,-0.02796264576847529,-0.03716540895736742,-0.0606810170760429,-0.047237420274166886,-0.069015632677496,,0.008914233221476511,,0.008301987373737373,0.013443938650306747,0.010887011221945138,0.011796878019323671,0.011873227926078029,0.000932936555891239,0.02885604347826087,0.008869240464344941,2.5,5.9,5.210909090909091,0.02037178507766736,Neutral
2002-05-31,-0.04147030600063972,-0.00302408345230587,-0.01759392080590183,0.013940501449621445,-0.005137076786292383,-0.011141755149694621,-0.00831180619948002,0.049579424380583825,0.0043366080195337275,,0.008322621440536014,,0.0033367738998482553,0.0032972755417956657,0.0027753174404015054,0.004607315282791818,-0.0010688728024819028,0.006949433333333333,0.002278173913043478,0.004102440336134454,,5.8,5.164545454545455,0.004849778122650861,Unknown
2002-06-30,-0.13362518707428817,-0.04277216318212407,-0.036626407433906216,-0.07153028783072324,-0.05267007021976988,-0.10189937758492684,-0.06725867918311723,-0.01703179970913349,-0.061330111416926236,,,,,,,,,,,,,5.8,4.9265,0.002652871733651215,Unknown
2002-07-31,-0.09481678882029765,-0.08313475449941421,-0.13854958500350323,-0.028901996001374552,-0.11940313673750957,-0.04269628874795606,-0.1472167200541068,-0.11341123487218818,-0.05660400676217292,,-0.013358552941176471,,0.0005950940643863179,0.005554786163522013,-0.010039819101834282,0.0036979037304452466,-0.0032005153439153443,-0.0043131876923076925,0.008939333333333334,-0.007530249134948098,1.6,5.8,4.653181818181818,0.009683354313934175,Neutral
2002-08-31,-0.008379678193964124,0.018655185530980223,0.01506411958087428,0.009672232019223737,0.030177569233600154,0.007980905724476406,0.039652526409604594,-0.00534992622615571,-0.015555068987762821,,,,,,,,,,,,,5.7,4.257272727272727,0.012626262626262581,Unknown
2002-09-30,-0.16690152673353287,-0.11493567878478161,-0.07135581375258238,-0.0619426137493142,-0.0891498192654987,-0.07228377111076045,-0.12104599723418674,-0.12979248628959827,-0.11539913497337606,,-0.0120424375,,-0.0010243530591775326,0.0012119394904458597,-0.00487375402446877,-0.0002526670702179178,-0.005338581036383683,0.00248134375,-0.005104666666666667,-0.007416566607460037,,5.7,3.87,0.007554772097708515,Unknown
2002-10-31,0.24767549127056543,0.09143739787595351,0.01843140691465095,0.058313956753478724,0.06748994978764244,0.03890839037518079,-0.023031449860168363,0.05709408255510584,0.0491803886086577,,0.003412611301369863,,0.00298446812749004,-0.003530760517799353,0.00918035593220339,0.011587774114774114,0.011230690423162583,-0.0010435047021943574,-0.014426708333333331,0.0014047084078711984,0.5,5.7,3.940909090909091,0.009619084263177436,Neutral
2002-11-30,0.15853646049830528,0.03723398741252293,0.041298902571230256,0.030900959525984595,0.046280954332796664,-0.0277236476438677,0.029057247854605173,0.12032111510644294,0.05224610816548947,,,,,,,,,,,,,5.9,4.048421052631579,0.00788394828129905,Unknown
2002-12-31,-0.13216663882822155,-0.054188402011738024,0.00023225317492325814,-0.03758131851466162,-0.08519645380316843,0.002822233464048418,0.03239991180407498,-0.04580256393148452,-0.03928007219119389,,0.017779167820069202,,0.0028857767373090194,0.0055286830065359475,0.012235937704918032,0.013462703567035671,0.019529790378006874,0.004983037735849056,0.02086704347826087,0.008027335740072201,,6.0,4.032380952380952,0.007186489399928883,Unknown
2003-01-31,-0.023648905098432427,-0.012727233545700711,-0.02507813508478196,-0.0033899707496709564,-0.03331940967859137,-0.03410243312521599,-0.023498785971826197,-0.049899433440019236,-0.05390989304627891,,0.008116160278745644,,0.00784450569025235,0.008219809836065574,0.0045716880794701995,0.01109418982630273,0.009225600928074246,0.007556499999999999,-0.014513130434782608,0.008976121157323689,2.1,5.8,4.048571428571428,0.019132348017410025,Neutral
2003-02-28,0.004844554828185688,-0.030846880745828753,0.029397859201441,-0.022297955359796173,-0.004475705670409225,-0.030633553288877513,-0.05347557959398297,-0.02652494461991861,-0.015400180188163692,,0.0026944702797202795,,0.0022520653142008907,-0.0009816291390728476,0.0027947020708082833,0.0017175286069651744,0.0017692147887323944,0.005944757188498403,0.031699739130434786,0.0021582776769509984,,5.9,3.9026315789473687,0.026078339331351126,Unknown
2003-03-31,-0.0151515772697991,-0.00934254195821893,0.0012212024332514115,0.03564711726532788,0.0235075920203609,0.00011887564611634538,0.05065781228690325,0.006174593278720497,0.010625852217753806,,-0.004961370826010545,,-0.004242684393638172,-0.0003471322033898306,-0.00805983152909337,-0.0029690325406758447,0.0013646646706586823,0.0016328621794871796,0.004719666666666667,-0.0068482550091074675,,5.9,3.8071428571428574,0.0074272133095662244,Unknown
2003-04-30,0.0916083582855236,0.12572257658692987,-0.008512527003107895,0.03293437205078398,0.11702566970556671,0.029617928510745406,0.0864131060409219,0.09031596865013403,0.10823395512111622,,0.0034508520499108735,,0.0028610820487319742,0.01598650680272109,0.007068386986301369,0.009028316981132076,0.011906253910950662,0.016318977419354837,0.005221285714285714,0.008415941712204007,3.6,6.0,3.958571428571428,-0.017301893321469697,Neutral
2003-05-31,0.08584271705069724,0.05091981528759426,0.10619072391233297,0.020652303015870288,0.05317117147034711,0.04916295308556262,0.10105102291349222,0.030938368534187743,0.02710331224236895,,,,,,,,,,,,,6.1,3.5690476190476192,-0.00744342993251273,Unknown
2003-06-30,0.007079388383884888,0.004235875548701751,-0.012841320475882378,0.04416463234061685,0.014496350362255717,0.009542186002112985,0.013569608169040404,0.00902221440265949,0.020885444963696154,,0.0008737226277372263,,-0.00021723861386138614,-0.0008710680272108842,-0.00022989065743944615,0.000684272030651341,0.0019305323383084576,8.981493506493515e-05,0.00011099999999999999,0.002128244080145719,,6.3,3.334285714285714,0.004970425965505393,Unknown
2003-07-31,0.031048911157853354,0.04358441403379465,-0.03534329263260505,-0.015001647710145005,0.018457679588233855,-0.0014879252314339286,-0.06690813714083366,0.07862984736739898,0.0330510899826868,,0.005726842490842491,,0.00011439435922810491,0.0034128083623693375,0.009238665034965036,0.007144497435897437,0.008587984981226532,0.0040398246753246755,0.010547299999999999,0.004338166361974406,6.8,6.2,3.975454545454546,0.014247382043549535,Neutral
2003-08-31,0.047726902109183955,-0.011709455135455182,0.06379305267701563,-0.03703747833703486,0.05110550435946437,0.0168899264072242,0.019864854833492318,0.027727939877541852,0.03891109494813616,,,,,,,,,,,,,6.1,4.4452380952380945,0.02073774528864327,Unknown
2003-09-30,-0.008676408012827874,0.008866263732177915,-0.020619778621597917,0.0026030860765291486,-0.047722107109845924,-0.003932114215600246,0.04972233368741419,-0.045043095535502786,-0.027354069242332746,,-0.0028701449814126393,,-0.0013485247427731505,-0.0026581824561403506,-0.007280634696755994,-0.0007073260869565216,-0.007183113956466069,0.003128168831168831,-0.0023028947368421045,-0.006454735567970205,,6.1,4.274285714285715,0.014781966001477874,Unknown
2003-10-31,0.07330398031232943,0.06926442061689464,0.009563748005819717,0.006832098414401688,0.09100802621648696,0.045275357970274266,0.0068499468509732875,0.09528110284369107,0.06182931922867563,,0.0030460279850746267,,0.0008199216837983358,0.0034754401408450706,0.0020693517338995046,0.003672886912325286,0.0020773402597402597,0.004367277419354838,0.027053736842105266,-0.0008364014869888476,4.7,6.0,4.290454545454545,-0.004697813167970041,Neutral
2003-11-30,0.014270892347800102,-0.0036806282037565863,0.007824986281017798,0.021428345305798846,0.008973126484835836,0.011770231004033738,0.0022673019439514164,0.022584822588092912,0.019814063888760503,,,,,,,,,,,,,5.8,4.300000000000001,0.0025753946792346958,Unknown
2003-12-31,0.03135546337181361,0.045355240245619655,0.1309240632978923,0.05786819729538317,0.040052142894732246,0.017788851096288028,0.06552022038492367,0.09803030582729,0.0662755348325943,,-0.0015217424812030075,,-0.001503826150832517,0.0015405105633802818,-0.00048610984308131237,0.0005326218274111675,-0.000990492125984252,-0.008012533333333334,-0.0031112352941176473,-0.0014974598540145987,,5.7,4.267727272727273,0.011750881316098588,Unknown
2004-01-31,0.04268920378411578,0.03270560966182323,0.02250492443382268,0.02752907769997326,-0.005716542397297797,0.0,0.02057412856222718,-0.04421124271347676,0.01008922680487756,,,,,,,,,,,,2.3,5.7,4.1505,0.01960303847096314,Neutral
2004-02-29,-0.02541215652833495,0.02857121335428703,0.05253835151751152,0.010651937409349221,0.021718624622602434,0.056932659617553005,0.018900020209602353,0.05213618818871857,-0.00739875160623471,,,,,,,,,,,,,5.6,4.084210526315789,0.010224164813535783,Unknown
2004-03-31,-0.026557263277204535,-0.011613772579817772,-0.006251356033263766,-0.04168973602745052,-0.006171455482142707,-0.002478855959734405,0.010660557894973666,-0.023057743100608485,-0.01223221097451177,,0.0014759484732824427,,0.004691819719671339,0.0028198220640569395,0.002179940586972083,0.0037815171974522298,0.005341062087186261,0.008165623052959502,0.018450882352941175,0.005245627272727273,,5.8,3.826521739130435,0.009315106774411613,Unknown
2004-04-30,-0.038194036121897756,-0.04353741207394357,0.017041094528377654,0.031072355833547727,-0.01133862810148556,0.013112468054747417,-0.042763098343655326,-0.04630729032109626,-0.00037922578872329193,,-0.00971033653846154,,-0.0035769714700193424,-0.008200579136690648,-0.017317607885304658,-0.013567411464968152,-0.02073317771883289,-0.0035142755417956655,-0.0023243529411764714,-0.010256524590163935,3.1,5.6,4.347619047619047,0.007288275593994334,Expansion
2004-05-31,0.03919508909257319,0.017070073142035458,-0.0030162195573568695,-0.0032403434952132937,0.006371394506358374,-0.005608585749800943,0.012027621965353674,0.02809002654447923,0.024621454595746606,,,,,,,,,,,,,5.6,4.7155000000000005,0.01940428834772412,Unknown
2004-06-30,0.027295580251020635,0.004422224586302592,0.062365932495274556,-0.003734439362934938,0.002584353077024648,0.005487055864165091,0.017318443191499222,0.05017527437587499,0.061725140911013776,,0.0045904634615384615,,0.005204019361084221,0.007234244680851064,0.008182526164874552,0.007906019108280255,0.007432417890520695,0.011390815950920246,0.0033000000000000004,0.006025574545454546,,5.6,4.733809523809524,0.016906579074485704,Unknown
2004-07-31,-0.060869517139205076,-0.0213432873764392,0.03081304219295311,-0.05366504653090909,-0.037938198401822,-0.0493722458357968,0.01515075653401321,-0.02277816686120837,-0.027913211159734774,,,,,,,,,,,,3.8,5.5,4.498095238095239,0.004812551133355617,Expansion
2004-08-31,-0.04423878968988859,0.032534730639819376,-0.015408454807367744,0.01625132045857658,-0.001971268548699334,0.017767238127542218,0.040630745083683584,0.016812392420584743,0.0007171799573053583,,0.0016161019230769228,,0.0043643268952197,0.009445244604316547,0.0039856236481615,0.00833772658227848,0.005653081009296149,0.01568958153846154,0.0050491875,0.008073430127041741,,5.4,4.281363636363636,0.0022992205642290093,Unknown
2004-09-30,0.029063623327632904,-0.009203912330136177,0.09763033354117034,-0.017485386156309568,0.028835990021563562,-0.026337091441488547,0.0063478018672087355,0.04018978809382889,0.021497652855698934,,0.005474626436781609,,0.002934436626506024,0.005093780918727915,0.0070949317038102085,0.004893754764930114,0.004885419312169312,0.013573444785276074,0.0073818749999999995,0.0033596587591240876,,5.4,4.1257142857142854,0.0144147607149728,Unknown
2004-10-31,0.04393310517245563,0.005270808098072122,0.006011460692261661,-0.02222958832748778,0.040384665952753585,0.006463298304866916,0.04870245993674649,-0.009436929141666495,0.010218562346816285,,,,,,,,,,,,4.1,5.5,4.0969999999999995,0.02508906618495629,Expansion
2004-11-30,0.05110180191062308,0.03110825409339535,0.06744473193383183,0.019537763080878623,0.04189791964076606,0.024770252125859038,0.044537567064580896,0.08134828235022806,0.06278308796429166,,-0.005582458733205374,,0.0001891613832853026,0.002964901408450704,-0.0018749720229555237,0.0007021188369152971,0.0010480572569906792,-0.0038043841463414633,-0.005960642857142857,-0.00039963949275362325,,5.4,4.194,0.02144082332761502,Unknown
2004-12-31,0.026165850274585623,0.04134406095947418,-0.028207078756494974,0.05514459436382335,0.04671489332464773,0.037391704193048936,0.024629833590882777,0.013371704982252819,0.024830305447888,,0.004708291187739464,,0.0013942890587673197,0.004486925795053004,0.004533010768126346,0.0027537325728770596,0.006039275265957446,0.00781760895522388,-0.006712071428571428,0.0016752145454545454,,5.4,4.2309090909090905,0.0,Unknown
2005-01-31,-0.05637130790842093,-0.021618156988044035,0.03386555127620894,-0.031136211853353468,-0.042788649654179056,0.011697574420917789,0.02118455990441559,-0.030609004386431216,-0.028000920128458007,,0.01443206923076923,,0.0073992488038277515,0.017117904593639575,0.014744183982683982,0.011020805837563452,0.014575932,0.007197230769230769,-0.004170785714285714,0.01030926094890511,4.5,5.3,4.221500000000001,-0.0023711291316922097,Expansion
2005-02-28,0.0015059261055525575,-0.006695459639594836,0.16777613581278983,0.03008574925568519,-0.0053285271454268646,-0.0012845890071619959,0.021449030078551257,0.07876518716246839,0.011589428500531573,,-0.00048455192307692295,,-0.0021154856596558315,-0.0031212206405693953,-0.0030874526391901666,-0.00921878184110971,6.697078353253652e-05,-0.0018279529411764704,0.0003025000000000002,-0.0012191612318840578,,5.4,4.165263157894737,0.020876826722338038,Unknown
2005-03-31,-0.019548467544644343,-0.038047107080668496,-0.019092896676632387,-0.005581142555405538,-0.011685686835544828,-0.008762476199418279,0.01105875028024017,-0.026578530162976177,-0.00043878878187142423,,0.003719164092664093,,0.002244534409112482,0.0005442882562277578,0.00651994909090909,-0.0007239595448798988,0.0014102802124833997,0.020568473529411765,0.005295785714285714,0.0037600325497287525,,5.2,4.497727272727273,0.015818494079363223,Unknown
2005-04-30,-0.035276604402375455,0.0017609349061940005,-0.054117530204041975,0.034829321580566175,-0.06363107177846816,-0.010425706780120336,0.030874750138886187,-0.07128626249632064,-0.036477120223398884,,,,,,,,,,,,2.0,5.2,4.3409523809523805,0.014796182584892697,Expansion
2005-05-31,0.06942298219831544,0.029535596771205874,0.02786660799422136,0.012621497381395841,0.06183577367305926,0.023265840885556166,-0.0006657223538664159,-0.006426532873147317,0.03171934787750952,,-0.00015067504835589952,,0.0008564881964117092,-0.001194517857142857,0.0012793798677443056,-0.001321762025316456,0.00123377628032345,0.0032700230547550433,-0.009197071428571428,0.0020908826714801446,,5.1,4.144285714285714,-0.002244618527081282,Unknown
2005-06-30,-0.012884382352216783,0.012465429896952207,0.06979231461598889,-0.005287780290774036,-0.004310844482753207,-0.0193201896165045,0.05953434725967899,-0.020017608051854485,-0.026341770400571396,,-0.0007680751445086706,,-1.1059953161592484e-05,0.00024342957746478864,-0.002925630258302583,-0.002430419924337957,0.0011449945725915875,0.0005863896848137535,0.0035395999999999995,-0.0017685474060822898,,5.0,3.998181818181818,0.002347858752816855,Unknown
2005-07-31,0.05672676606748861,0.015608432626120994,0.0708659031668708,0.022559513552922184,0.05674184704236307,0.032088047440448575,0.022496683832154973,0.05526936944617389,0.03812123397802791,,,,,,,,,,,,3.2,5.0,4.1775,0.029500700641640766,Expansion
2005-08-31,-0.009501351854075968,-0.016371264229916638,0.06386547489207128,-0.003467158381759261,-0.03290985204928232,-0.017461803438412637,0.006507825942827505,-0.04189935700147829,-0.023606503893149777,,0.01029887814313346,,0.00765837668997669,0.012492241877256317,0.013961369822485208,0.012819215094339623,0.009667458161865568,0.03018009014084507,0.003896533333333333,0.010682595365418896,,4.9,4.262608695652174,0.02676958083298018,Unknown
2005-09-30,0.0023983008191297284,0.00855849692245636,0.06286389610890741,-0.005541419158868965,-0.02842088092923467,0.014144947049589351,0.04228259935833556,0.007698436847564105,0.016756543700473525,,0.004227710982658959,,0.0028330251162790696,0.0076229927536231885,0.007478119136262101,0.007218992481203008,0.006754299862448418,0.0006895239436619717,0.012083133333333333,0.0033545314183123878,,5.0,4.199047619047619,0.06258402484817592,Unknown
2005-10-31,-0.022966548848037838,0.030487380549572896,-0.09036702173556943,-0.03062231197428955,-0.020313791470140008,-0.004725006979963142,-0.06398804877362563,0.0021819345916189725,-0.014257343797935196,,0.017976436149312377,,0.007984281365313654,0.01376251094890511,0.014364990305741985,0.012301333751568383,0.01372659612724758,0.006800248587570621,0.009803266666666666,0.01413973835125448,2.2,5.0,4.4635,0.006859337845253257,Expansion
2005-11-30,0.06317294078398916,0.0476662355652433,0.014953100652087992,0.01217546007861059,0.03989918117632074,0.009063593680421311,-0.0015897827666228048,0.07656019668452774,0.058190775076129464,,0.004564749506903353,,0.0003358211009174312,0.003164725274725275,0.0044967307979120056,0.004363181476846058,0.006374981894150418,0.001167435393258427,0.0048084375,-0.0007064666666666667,,5.0,4.535,-0.022830007762202443,Unknown
2005-12-31,-0.030714038047916392,0.00020312562122581923,0.017995720957087347,0.03460053975771871,-0.008558061954586749,0.0011691348663751544,0.008591200394991283,0.028611018354131046,0.004729666105496966,,,,,,,,,,,,,4.9,4.467142857142857,0.0,Unknown
2006-01-31,0.03349311178138681,0.008841481114345129,0.14609401212929218,0.012925548222285421,0.017763932115322678,0.0017172293444762676,0.024212000004682377,0.048216486567742134,0.002864521883934712,,0.005004876739562625,,0.0016088304849884527,0.004836455882352941,0.002179835832083958,0.00621452598225602,0.0036694909344490937,0.0027111917808219175,0.010057375,0.00031729390681003593,5.5,4.7,4.416,0.026337159537344636,Expansion
